SRR12625672.10001202	70921489	16	70921587	60M90S	2048	70871660	31H59M60H
SRR12625672.1057475	85776753	16	85776802	81M69S	2048	106988996	69M81H
SRR12625672.10576440	219176871	16	219176931	90M60S	2048	219178217	60M90H
SRR12625672.10577998	36377025	16	36377123	93M57S	2048	40841137	58M92H
SRR12625672.10583495	24919024	0	24920366	107M43S	2064	24919124	25M125H
SRR12625672.1058464	26549080	16	26549135	94M56S	2048	113583973	56M94H
SRR12625672.10598296	46298378	16	46298446	77M73S	2048	219899284	20H24M106H
SRR12625672.10598670	3528579	0	3528606	26S120M4S	2048	3516885	26M124H
SRR12625672.10600092	219178139	16	219178197	44S87M19S	2064	222866745	17H24M109H
SRR12625672.1060357	219178876	16	219178941	90M60S	2048	219178217	60M90H
SRR12625672.10604669	240560570	16	240560592	105M45S	2048	218323234	45M105H
SRR12625672.10604846	53859826	16	53859887	119M31S	2048	53858229	32M118H
SRR12625672.10613075	217954017	16	217954111	99M51S	2048	217968286	55M95H
SRR12625672.10616530	219178164	16	219178237	78M72S	2048	219160224	72M78H
SRR12625672.10618238	173837534	0	173884672	69S49M32S	2064	173837645	35M115H
SRR12625672.1061899	101151457	256	222866745	74H29M47H	2048	101151427	27M123H
SRR12625672.10620516	74515850	0	74515173	87M63S	2064	74515922	64M86H
SRR12625672.10621117	238240757	0	238240749	48M102S	272	32916599	24H26M100H
SRR12625672.10625438	42169225	16	42169264	115M35S	2048	27489625	35M115H
SRR12625672.10637868	219178204	16	219178334	71M79S	256	237070323	16H28M106H
SRR12625672.10649226	219178217	16	219178255	101M49S	2048	75203868	52M98H
SRR12625672.10650348	219178068	16	219178194	23S90M37S	2048	219177806	37M113H
SRR12625672.10650501	95025543	0	86702439	106M44S	2064	95025632	44M106H
SRR12625672.10650898	61537336	16	61537345	115M35S	2048	61864486	35M115H
SRR12625672.10651844	4271533	16	4271562	105M45S	2048	12716953	45M105H
SRR12625672.10651902	95025520	16	95025613	118M32S	2048	88151724	7H23M120H
SRR12625672.10653902	219178193	16	219178243	76M74S	2048	219246276	74M76H
SRR12625672.10667419	48292593	16	48292659	89M61S	2048	48314595	22H40M88H
SRR12625672.10672373	171441651	16	171441682	103M47S	2048	170929077	47M103H
SRR12625672.10672413	218321082	16	218321128	108M42S	2048	218323234	45M105H
SRR12625672.1068614	122561376	0	152717885	92M58S	2064	122561497	59M91H
SRR12625672.1069036	27049934	0	27017541	117M33S	2064	27050174	34M116H
SRR12625672.10691469	27050105	0	27042854	84M66S	2064	27050190	47M103H
SRR12625672.10694346	219178209	16	219178266	87M63S	2048	215312000	63M87H
SRR12625672.1069534	112055617	0	110848392	96M54S	2064	112055681	54M96H
SRR12625672.10695725	54558248	16	54558277	107M43S	2048	54107292	43M107H
SRR12625672.10696728	10418537	0	10448656	86M64S	2064	10418606	64M86H
SRR12625672.10698240	70864517	16	70864578	96M54S	2048	70871660	54M96H
SRR12625672.10700183	28392969	2064	28393157	47M103H	256	16025887	2H30M118H
SRR12625672.10702735	158967814	16	158967878	113M37S	2048	159076695	37M113H
SRR12625672.10709922	42094282	16	42094362	92M58S	2048	42169309	59M91H
SRR12625672.10709929	219557922	272	101034090	68H59M23H	2064	219558047	30M120H
SRR12625672.10711388	96644357	2064	96644466	34M116H	272	96999391	11H23M116H
SRR12625672.10711451	43155348	16	43155390	114M36S	2048	43158367	36M114H
SRR12625672.10712837	206159115	16	206159128	115M35S	2048	206157672	35M115H
SRR12625672.1071306	74553302	16	74553386	80M70S	2048	74555882	70M80H
SRR12625672.10714286	239865449	16	239865529	75M75S	256	38440500	4H48M98H
SRR12625672.10714673	112055576	16	112055626	98M52S	2048	112054111	52M98H
SRR12625672.10729393	131492642	16	131527840	86S44M20S	2064	131492797	47H39M64H
SRR12625672.1073001	27049356	0	27050143	117M33S	2064	27049463	32M118H
SRR12625672.10732855	237967210	0	237914918	98M52S	2064	237967338	53M97H
SRR12625672.10736483	204240404	16	204240461	74M76S	272	186131756	47M103H
SRR12625672.107401	57471975	16	57472032	78M72S	256	20106865	32H22M96H
SRR12625672.10740558	27050046	0	27040109	77M73S	2064	27050169	73M77H
SRR12625672.1074061	219178194	0	219182845	80M70S	2064	219178248	71M79H
SRR12625672.10748450	9771602	16	9771652	95M55S	2048	10448656	55M95H
SRR12625672.10765891	119746911	0	120224107	77M73S	2064	119746969	73M77H
SRR12625672.10767412	68365259	16	68365314	66M84S	2048	92081038	3H28M119H
SRR12625672.10772056	113583853	0	113576210	99M51S	2064	113583977	46M104H
SRR12625672.10772686	113531747	16	113531799	97M53S	2048	113583987	18H36M96H
SRR12625672.10776884	219206849	16	219206901	95M55S	2048	219178222	55M95H
SRR12625672.10777108	219248198	0	219178217	19S67M64S	2064	219248297	64M86H
SRR12625672.10779433	61537319	0	46545861	17S84M49S	2064	61537438	29M121H
SRR12625672.10779681	108719840	16	108719908	100M50S	2048	97995967	52M98H
SRR12625672.1078448	85754135	16	85754194	114M36S	2048	85758869	36M114H
SRR12625672.10787511	43628976	16	43629066	74M76S	2064	43629563	72H24M54H
SRR12625672.10788627	60572476	16	60572501	111M39S	2048	63049520	39M111H
SRR12625672.1079051	192125932	0	53859787	111M39S	2064	192126023	39M111H
SRR12625672.10792267	70871595	16	70871661	112M38S	2048	118021920	44M106H
SRR12625672.10819940	10121917	16	10121934	101M49S	2048	10122675	50M100H
SRR12625672.10820412	95025520	16	95025626	49M101S	2064	97904261	94H22M34H
SRR12625672.10821313	32053988	16	32054017	91M59S	2064	32063531	90H40M20H
SRR12625672.10823352	6873288	16	6873291	120M30S	2048	6865950	30M120H
SRR12625672.10824098	179861222	2048	179861348	33M117H	2064	178678742	95H22M33H
SRR12625672.1082516	70871597	16	70871666	106M44S	2048	70615663	44M106H
SRR12625672.10831463	31137487	16	31137607	57M93S	272	148573812	101H36M13H
SRR12625672.10831490	95025516	16	95025546	110M40S	2048	95272008	2H38M110H
SRR12625672.10833573	113359405	16	113359452	77M73S	2048	72887277	73M77H
SRR12625672.10837869	237333445	16	237333584	57M93S	2064	239737938	67H23M60H
SRR12625672.10843302	239213290	16	239213297	117M33S	2048	239192278	35M115H
SRR12625672.1084730	314812	16	314842	106M44S	2048	315143	48M102H
SRR12625672.10853370	69583541	0	69643608	106M44S	2064	69583653	44M106H
SRR12625672.10857008	11465773	16	11465806	93M57S	2048	11763490	57M93H
SRR12625672.10863920	28392965	0	28058897	102M48S	2064	28393098	48M102H
SRR12625672.1086587	106065612	16	106065655	79M71S	2064	78705146	80H22M48H
SRR12625672.10866084	72887192	16	72887260	90M60S	2048	72883889	62M88H
SRR12625672.1087009	219173194	0	219178222	93M57S	2064	219173271	58M92H
SRR12625672.10870091	71816825	16	71816948	87M63S	256	89823663	24H23M103H
SRR12625672.1087257	219278830	16	219278886	93M57S	2048	219178217	57M93H
SRR12625672.10875525	26503691	16	26503741	98M52S	2048	26508834	53M97H
SRR12625672.10875796	219178194	0	219059292	99M51S	2064	219178279	51M99H
SRR12625672.10876819	191013954	16	191014105	108M42S	2048	201985710	42M108H
SRR12625672.10878386	7384846	16	7384882	92M58S	2048	129549396	62M88H
SRR12625672.10879234	32057375	16	32057426	78M72S	2064	32063536	104H35M11H
SRR12625672.10885953	27409370	16	27409420	108M42S	2048	138237736	30M120H
SRR12625672.10889699	219178194	0	219180608	96M54S	2064	219178268	54M96H
SRR12625672.10890396	219178217	16	219178268	85M65S	2048	142823866	65M85H
SRR12625672.10903295	103869816	16	103869870	111M39S	2048	7384948	42M108H
SRR12625672.10903549	219177072	0	219178194	89M61S	2064	219177167	61M89H
SRR12625672.10904748	178206637	16	178206709	82M68S	272	61359879	51M99H
SRR12625672.10906436	197310922	16	197310968	82M68S	2048	230976258	45H23M82H
SRR12625672.10911531	42170672	16	42170755	90M60S	2048	42169311	64M86H
SRR12625672.10913071	96145243	16	96145272	97M53S	2064	96146827	98H35M17H
SRR12625672.10915510	61065778	16	61065861	48M102S	2048	114541871	56H22M72H
SRR12625672.10919533	72143441	0	72143392	34M116S	2064	25837078	27H23M100H
SRR12625672.10920937	96059115	16	96059321	43M107S	272	97615411	43M107H
SRR12625672.10925905	106728416	0	107365523	90M60S	2064	106728515	61M89H
SRR12625672.10930622	10448637	16	10448667	120M30S	2048	112029031	31M119H
SRR12625672.10932961	219178194	0	219178951	115M35S	2064	219178294	36M114H
SRR12625672.10933118	238498750	16	238498802	109M41S	2048	241711359	41M109H
SRR12625672.10942369	240191379	16	240191449	94M56S	2048	219178227	57M93H
SRR12625672.10948678	101151410	2048	101151413	41M109H	256	222866745	88H33M29H
SRR12625672.10953111	43155374	16	43155426	80M70S	2048	43150553	73M77H
SRR12625672.10956673	127400761	16	127400793	109M41S	2048	127401349	41M109H
SRR12625672.10964597	219178214	16	219178240	109M41S	2048	219178578	26M124H
SRR12625672.10968989	63001189	16	63001221	105M45S	2064	62292527	113H23M14H
SRR12625672.10971709	219387994	0	219178217	61M89S	2048	219388015	58H51M41H
SRR12625672.10972561	65431739	16	65431806	111M39S	2048	61530904	39M111H
SRR12625672.10977218	240031071	16	240031098	117M33S	2048	238399261	35M115H
SRR12625672.10977819	152717796	16	152717828	108M42S	2048	152600202	43M107H
SRR12625672.1097964	27050071	16	27050118	119M31S	2048	27011414	32M118H
SRR12625672.10979778	160727535	16	160727604	47M103S	272	63413178	8H24M118H
SRR12625672.1099492	152717646	0	131378549	120M30S	2064	152717908	30M120H
SRR12625672.10995182	159072165	16	159072218	94M56S	2064	158968504	94H42M14H
SRR12625672.10997959	87341591	16	90238051	39M111S	272	87341712	39M111H
SRR12625672.11004127	219178218	0	219178217	44S101M5S	2048	219213417	14H30M106H
SRR12625672.1100589	219178194	16	219178193	7S117M26S	2048	219142617	26M124H
SRR12625672.11011833	219296689	16	219296765	95M55S	2048	219178222	55M95H
SRR12625672.11013360	87076202	16	87076237	100M50S	2048	87076715	52M98H
SRR12625672.11020407	219178194	0	219274372	79M71S	2064	219178244	71M79H
SRR12625672.11020917	119544242	16	119544326	98M52S	2048	84459178	52M98H
SRR12625672.11024953	46914286	16	46914341	91M59S	2048	47175868	60M90H
SRR12625672.11027227	85929196	16	85929265	97M53S	2048	86013368	53M97H
SRR12625672.11028470	87076177	16	87076245	83M67S	2048	87075222	67M83H
SRR12625672.1102980	152717848	16	152717912	86M64S	2048	152718522	65M85H
SRR12625672.11033438	232697291	16	232697369	108M42S	2048	231726826	43M107H
SRR12625672.11036113	27053932	16	27053979	101M49S	2048	27050159	49M101H
SRR12625672.11043282	239231399	16	239231449	84M66S	2048	239233733	67M83H
SRR12625672.11043593	43155374	0	43161559	104M46S	2064	43155492	47M103H
SRR12625672.11046411	43155399	16	43155434	98M52S	2048	43180642	52M98H
SRR12625672.11046437	42157945	16	42157978	86M64S	2048	42169311	64M86H
SRR12625672.1104989	101151417	2048	101151395	54M96H	256	222866745	106H33M11H
SRR12625672.11054709	54724547	16	54724550	115M35S	2048	54723841	35M115H
SRR12625672.11056955	219572296	0	219178236	83M67S	2064	219572358	67M83H
SRR12625672.11061787	171511823	0	171522839	89M61S	2064	171511903	61M89H
SRR12625672.11067949	74364644	16	74364697	109M41S	2048	74364189	41M109H
SRR12625672.11076199	218525086	0	219178194	84M66S	2064	218525168	67M83H
SRR12625672.11082724	27050129	0	27054101	114M36S	2064	27050226	34M116H
SRR12625672.11089902	219172870	16	219172934	79M71S	2048	219178210	74M76H
SRR12625672.11090090	191014003	16	191014113	100M50S	2048	189336881	51M99H
SRR12625672.11093837	18066369	0	85602732	112M38S	2064	18066471	38M112H
SRR12625672.11103911	70890181	16	70890216	111M39S	2048	70871674	40M110H
SRR12625672.11105388	27217888	0	27217322	13S86M51S	2064	27217958	52M98H
SRR12625672.11107134	70931185	16	70931248	75M75S	2048	113583948	75M75H
SRR12625672.1110828	27050105	16	27050128	114M36S	2048	36637232	37M113H
SRR12625672.11111690	7384846	16	7384894	96M54S	2048	208629271	54M96H
SRR12625672.11114556	10448787	0	10448641	17S72M61S	2064	10448978	63M87H
SRR12625672.11116228	219038299	16	219038353	98M52S	2048	219081546	52M98H
SRR12625672.11116441	147678281	16	147678379	31M119S	2048	148735204	96H23M31H
SRR12625672.1111646	43268460	16	43268511	86M64S	2048	42169311	64M86H
SRR12625672.11123122	232509100	16	232509115	103M47S	2048	12716951	47M103H
SRR12625672.11128764	26503662	16	26503705	112M38S	2048	24930319	38M112H
SRR12625672.11129403	27050156	16	27050325	84M66S	2048	27051234	68M82H
SRR12625672.11138255	130343761	16	130343818	59M91S	2048	130354217	33M117H
SRR12625672.11138575	239865447	16	239865522	87M63S	2048	238694402	63M87H
SRR12625672.11154343	37324478	2064	37324575	98H33M19H	256	222866752	57H26M67H
SRR12625672.1115879	25062611	16	25062649	108M42S	2064	25042100	108H24M18H
SRR12625672.11162679	113585678	0	113583948	91M59S	2064	113585751	59M91H
SRR12625672.11169895	101151409	0	101151386	68M82S	256	141599046	116H29M5H
SRR12625672.11170549	113583862	16	113583921	102M48S	2048	113583323	50M100H
SRR12625672.11174712	27050111	0	27079421	92M58S	2064	27050203	57M93H
SRR12625672.11181152	219173387	16	219173461	93M57S	2048	219178217	60M90H
SRR12625672.11181366	238414954	16	238415025	90M60S	2048	219557961	61M89H
SRR12625672.11181543	71008780	16	71008902	66M84S	2048	70871668	46M104H
SRR12625672.11182987	68251687	0	67987750	81M69S	2064	68251754	69M81H
SRR12625672.11186887	217830407	16	217830561	59M91S	2048	217831826	69H23M58H
SRR12625672.11189064	27050112	0	26983011	106M44S	2064	27050219	41M109H
SRR12625672.1119362	171095907	16	171095976	83M67S	2048	171922393	69M81H
SRR12625672.11200001	197396033	16	197396079	100M50S	2048	197310997	50M100H
SRR12625672.11201150	10539672	16	10539758	87M63S	2048	10448659	64M86H
SRR12625672.1120741	219178449	0	219178194	90M60S	2064	219178541	60M90H
SRR12625672.1121097	219178159	16	219178214	108M42S	2048	219160183	42M108H
SRR12625672.11211209	61537334	16	61537380	120M30S	2048	61531321	30M120H
SRR12625672.11211431	233112746	0	231683605	86M64S	2064	233112842	64M86H
SRR12625672.11211730	219046513	0	219160504	78M72S	2064	219046596	72M78H
SRR12625672.11213278	37324374	16	37324575	108S36M6S	256	222866753	45H25M80H
SRR12625672.11213661	224043609	16	224043744	84M66S	256	146458191	8H24M118H
SRR12625672.11226143	66434247	16	66434275	93M57S	2048	66433315	57M93H
SRR12625672.11226673	105744688	16	105744742	83M67S	2048	211831755	39H23M88H
SRR12625672.11236850	120372947	0	126980100	80M70S	2064	120373039	71M79H
SRR12625672.11242956	231038166	16	231038221	78M72S	2048	230962367	72M78H
SRR12625672.11258058	100425475	16	100425546	72M78S	2048	100426405	57M93H
SRR12625672.1125900	69643605	16	69643679	115M35S	2048	69374719	35M115H
SRR12625672.11259602	207769487	0	206273828	116M34S	2064	207769615	35M115H
SRR12625672.11265600	69913925	2048	42169260	60H49M41H	2064	69914040	43M107H
SRR12625672.11278762	27050081	16	27050133	112M38S	2048	27068448	39M111H
SRR12625672.11279197	218323227	16	218323313	102M48S	2048	218326363	33M117H
SRR12625672.11280288	85161789	16	85161789	11S116M23S	2048	101631692	23M127H
SRR12625672.11280549	69642796	16	69642827	104M46S	2048	69643670	46M104H
SRR12625672.11281475	28392953	0	28389623	108M42S	2064	28393104	43M107H
SRR12625672.11283379	219178194	16	219178203	112M38S	2048	219184438	39M111H
SRR12625672.11294408	101151419	256	222866745	79H30M41H	2048	101151421	28M122H
SRR12625672.11294844	70758733	16	70758832	114M36S	2048	70871681	36M114H
SRR12625672.11297051	171434455	0	171436926	88M62S	2064	171434554	62M88H
SRR12625672.11298063	46298208	16	46298348	102M48S	2048	46298000	48M102H
SRR12625672.11303991	130145901	16	130145926	89M61S	2048	130145078	62M88H
SRR12625672.11308376	46298375	16	46298444	116M34S	2048	84989799	34M116H
SRR12625672.11324673	118848608	0	119408184	100M50S	2064	118848715	50M100H
SRR12625672.11329047	1797887	16	1797944	104M46S	2048	1798331	46M104H
